id,loc,event,feature,vol,rsc,sev,tar
4786,1107,15,80,7,8,1,0
4786,1107,11,172,3,8,1,0
16513,206,34,235,11,2,2,0
16513,206,35,315,3,2,2,0
2002,477,34,234,25,2,2,0
2002,477,35,309,16,2,2,0
4701,8,15,63,1,8,2,1
7742,734,15,76,5,8,1,0
685,1007,15,111,37,8,1,0
685,1007,11,80,52,8,1,0
11857,181,34,315,1,2,2,0
11857,181,35,235,2,2,2,0
11628,653,11,82,11,8,1,1
11628,653,15,80,1,8,1,1
15024,1064,20,134,1,2,1,0
11914,1042,15,56,1,8,2,0
5293,245,35,312,17,2,2,0
3374,107,35,221,2,2,2,1
13055,476,34,314,3,2,2,0
13055,476,35,232,2,2,2,0
17759,778,15,203,1,8,2,1
590,1,15,80,2,8,2,0
1353,197,35,313,1,2,4,0
11938,1100,15,203,1,8,1,2
11938,1100,11,71,203,8,1,2
1018,1052,15,80,7,8,2,2
14945,244,34,312,2,2,2,0
1001,533,20,219,2,2,1,0
3587,823,11,71,1,8,1,0
868,373,34,232,43,2,2,0
9296,653,11,203,39,8,1,2
9296,653,15,82,4,8,1,2
12455,270,35,313,5,2,2,0
17132,794,11,306,1,8,1,0
17132,794,14,219,1,8,1,0
17132,794,20,134,1,8,1,0
17132,794,23,47,1,8,1,0
3696,1100,15,203,85,8,1,1
10355,352,11,181,1,2,1,1
10355,352,36,29,1,2,1,1
2206,403,35,312,1,2,1,1
2206,403,21,220,1,2,1,1
14590,477,35,229,21,2,2,0
14590,477,34,309,38,2,2,0
13191,641,42,376,3,2,4,0
5882,139,35,312,1,2,4,0
12653,430,34,232,2,2,2,0
1491,1010,11,42,1,8,1,1
1176,12,54,362,2,8,1,1
1176,12,11,360,1,8,1,1
11246,798,11,203,14,8,1,2
14557,1019,11,196,4,8,1,1
14557,1019,15,82,3,8,1,1
4772,706,11,204,7,8,1,2
17192,135,35,232,3,2,2,0
3281,1115,11,73,1,8,1,0
3191,1018,15,80,7,8,1,0
672,477,34,232,1,2,2,0
6301,952,20,219,1,2,1,0
1734,294,35,307,1,2,2,1
1734,294,34,312,1,2,2,1
2990,419,35,233,1,2,1,1
2990,419,34,160,2,2,1,1
2990,419,11,312,1,2,1,1
5746,460,11,134,1,2,1,1
5746,460,20,301,1,2,1,1
5746,460,34,219,1,2,1,1
5746,460,35,232,3,2,1,1
15289,1123,20,219,1,2,1,0
2971,489,35,232,22,2,2,0
9771,893,43,368,4,2,1,0
9771,893,42,291,7,2,1,0
9771,893,44,376,4,2,1,0
11253,909,11,170,3,8,1,0
14576,756,2,1,1,2,1,1
14576,756,11,219,1,2,1,1
14576,756,20,136,1,2,1,1
4688,798,15,82,6,8,2,0
9298,814,11,70,5,8,1,0
16099,16,11,68,2,8,1,1
17316,648,13,68,8,8,1,1
17316,648,11,54,3,8,1,1
15212,476,34,314,21,2,2,0
15212,476,35,229,22,2,2,0
3805,468,34,312,20,2,2,0
1158,309,20,219,1,2,1,1
1158,309,35,232,1,2,1,1
1158,309,34,312,1,2,1,1
4834,600,15,203,1,8,2,2
10914,382,34,312,1,2,2,1
14606,1112,11,54,1,8,2,0
3220,959,11,71,7,8,1,0
10433,584,11,73,4,8,1,0
11251,703,11,155,1,8,1,2
8084,227,35,227,1,2,2,0
8084,227,34,232,1,2,2,0
522,124,36,235,1,2,1,0
522,124,35,232,2,2,1,0
522,124,11,315,2,2,1,0
522,124,21,313,1,2,1,0
522,124,34,160,1,2,1,0
15587,619,11,54,77,8,1,0
1563,599,15,82,3,8,2,1
8252,1044,11,65,1,8,2,0
17802,613,11,71,10,8,1,0
17802,613,15,203,2,8,1,0
2738,794,14,47,3,4,1,0
9896,909,20,134,1,2,1,0
14609,489,35,312,1,2,2,0
14609,489,34,308,1,2,2,0
10463,466,34,314,17,2,2,0
1280,838,11,149,1,8,1,0
1280,838,24,55,1,8,1,0
1280,838,9,318,10,8,1,0
977,931,54,80,1,8,1,1
977,931,15,203,8,8,1,1
979,976,15,82,1,8,2,0
10908,520,35,312,11,2,2,0
12569,1019,15,82,2,8,1,0
12569,1019,11,201,1,8,1,0
6078,613,11,193,52,8,1,0
6078,613,15,82,25,8,1,0
18339,471,34,313,126,2,2,0
18339,471,35,232,2,2,2,0
13799,1052,54,203,6,2,1,1
7193,834,11,82,2,8,1,2
7193,834,15,71,20,8,1,2
8243,649,20,134,1,8,1,1
8243,649,11,54,1,8,1,1
13622,518,35,235,13,2,2,0
13622,518,34,316,3,2,2,0
5885,155,34,232,4,2,2,0
5885,155,35,307,4,2,2,0
632,1068,11,87,2,8,1,0
3314,122,35,232,18,2,2,0
3314,122,34,313,16,2,2,0
3664,666,11,55,3,8,1,0
18518,925,20,219,1,2,1,0
7687,489,34,232,2,2,2,0
7687,489,35,313,29,2,2,0
12943,1,11,111,75,8,1,0
12943,1,15,201,50,8,1,0
3581,727,20,134,1,2,1,0
13802,296,20,134,1,2,1,0
13802,296,34,221,1,2,1,0
13802,296,35,219,1,2,1,0
17702,943,11,170,1,8,1,1
12342,476,34,309,1,2,2,0
12342,476,35,232,1,2,2,0
11185,126,35,227,4,2,2,0
11185,126,34,315,4,2,2,0
15675,659,20,134,1,2,1,0
17790,99,34,232,1,2,2,1
17791,30,20,219,2,8,1,1
17791,30,32,134,1,8,1,1
6145,255,34,312,5,2,2,0
18237,950,11,170,2,8,1,1
10523,618,11,306,1,8,2,0
10523,618,22,54,1,8,2,0
4356,925,11,54,4,8,1,1
7482,265,35,312,1,2,2,1
7482,265,34,309,1,2,2,1
5856,1099,11,202,6,8,1,0
5011,1042,15,82,8,8,1,2
15872,91,35,235,136,2,2,0
6609,1037,11,209,1,8,1,1
4680,373,35,312,30,2,1,0
4680,373,20,232,1,2,1,0
4680,373,34,134,1,2,1,0
18327,665,11,55,8,8,1,0
8484,330,35,301,2,2,1,1
8484,330,20,219,1,2,1,1
16968,627,11,53,1,8,1,1
8305,244,34,232,8,2,2,0
7012,155,34,312,2,2,2,0
13465,834,15,203,12,8,2,2
8375,124,35,232,2,2,2,0
8375,124,34,313,3,2,2,0
15629,659,11,54,1,8,1,1
12296,472,34,312,8,2,2,0
458,893,42,376,53,2,1,0
458,893,44,368,7,2,1,0
458,893,43,290,43,2,1,0
18124,845,15,82,6,8,2,2
4430,821,11,201,4,8,1,2
4430,821,54,80,4,8,1,2
4430,821,15,71,5,8,1,2
15275,891,11,73,8,8,2,0
4470,1019,15,196,22,8,1,2
4470,1019,11,203,29,8,1,2
13831,118,35,312,24,2,2,0
7696,891,11,73,10,8,1,0
15172,925,11,207,1,8,1,0
16647,948,11,68,2,8,2,0
14209,1112,11,85,1,8,1,1
18121,242,35,229,1,2,2,0
18121,242,34,234,1,2,2,0
12144,294,34,312,1,2,2,1
800,475,35,232,1,2,2,0
13200,87,29,132,1,9,1,1
5724,1107,15,203,84,8,1,2
5724,1107,11,82,5,8,1,2
15722,742,11,80,65,8,1,0
15722,742,54,111,1,8,1,0
15722,742,15,360,4,8,1,0
6660,149,35,312,1,2,2,0
6660,149,34,233,2,2,2,0
8394,459,34,232,5,2,2,0
10381,836,11,73,2,8,2,0
15783,242,35,229,3,2,2,0
15783,242,34,232,2,2,2,0
10907,648,20,135,1,7,1,0
10907,648,22,305,1,7,1,0
10907,648,21,134,3,7,1,0
11455,500,35,313,2,2,2,0
11455,500,34,233,2,2,2,0
5992,704,15,82,6,8,2,2
16564,653,15,201,12,8,1,2
16564,653,11,80,10,8,1,2
7933,607,11,46,2,4,1,1
7933,607,40,145,4,4,1,1
7933,607,14,162,4,4,1,1
16008,167,35,307,1,2,4,0
7265,13,13,179,3,8,1,0
7265,13,11,273,4,8,1,0
11095,152,34,232,2,2,2,1
2181,704,15,71,16,8,2,2
13617,416,34,232,1,2,2,0
13617,416,35,312,5,2,2,0
17228,805,11,70,3,8,1,0
16321,474,34,315,1,2,2,0
16321,474,35,235,3,2,2,0
14851,793,11,73,19,8,1,0
9613,118,35,232,12,2,2,0
4840,478,35,234,24,2,2,0
4840,478,34,309,19,2,2,0
17113,1050,22,222,1,8,2,1
17113,1050,11,305,1,8,2,1
14105,812,11,51,156,8,1,0
4993,652,11,201,1,8,1,1
8901,925,11,103,93,8,1,0
15443,344,34,181,1,2,1,0
15443,344,35,219,2,2,1,0
15443,344,20,232,2,2,1,0
15443,344,11,312,1,2,1,0
435,508,34,312,2,2,2,0
4595,1008,15,203,4,8,2,0
14503,266,34,312,1,2,2,0
14503,266,35,307,2,2,2,0
2191,972,11,170,2,8,1,1
2163,955,11,70,1,8,2,0
9987,495,34,232,12,2,2,0
16234,641,42,368,5,2,1,2
16234,641,44,283,4,2,1,2
3834,846,11,82,11,8,1,0
3834,846,15,203,5,8,1,0
13133,314,34,233,1,2,2,1
13133,314,35,312,1,2,2,1
13909,892,43,368,5,2,1,2
13909,892,44,283,10,2,1,2
13909,892,42,376,3,2,1,2
9952,36,21,220,3,2,1,1
9952,36,20,134,3,2,1,1
9952,36,54,219,2,2,1,1
3666,388,35,312,1,2,2,1
3666,388,34,232,1,2,2,1
2936,653,11,201,3,8,1,2
2936,653,15,80,31,8,1,2
6497,794,20,47,2,8,1,0
6497,794,11,219,2,8,1,0
6497,794,23,134,1,8,1,0
6497,794,14,306,2,8,1,0
5645,95,34,228,6,2,2,0
5645,95,35,308,5,2,2,0
8472,465,35,312,44,2,2,0
15687,100,34,234,1,2,2,0
10772,182,34,233,6,2,2,0
10772,182,35,312,1,2,2,0
8156,600,15,82,4,8,2,2
10436,925,11,103,24,8,1,0
16827,242,34,232,5,2,2,0
12299,846,15,82,4,8,2,2
9258,704,15,82,14,8,2,2
4759,447,35,232,2,2,2,0
8989,403,35,307,4,2,1,1
8989,403,20,134,4,2,1,1
8989,403,34,312,4,2,1,1
14823,505,35,232,4,2,2,0
14823,505,34,315,2,2,2,0
17270,961,11,54,3,8,1,1
2005,793,11,195,1,8,1,0
15757,210,34,221,1,2,1,0
15757,210,35,134,1,2,1,0
14476,119,34,232,1,2,2,0
17243,821,15,193,1,8,2,1
3908,707,26,276,1,9,5,0
5398,893,44,368,23,2,1,0
5398,893,42,283,18,2,1,0
5398,893,43,291,39,2,1,0
2687,653,15,82,2,8,1,0
2687,653,54,80,1,8,1,0
140,619,11,54,1,8,2,0
18371,505,35,312,13,2,2,0
18371,505,34,313,2,2,2,0
3464,732,11,55,20,8,1,0
1442,44,37,10,1,2,3,0
7249,752,11,171,1,8,1,1
17510,826,13,68,2,6,1,1
17510,826,11,273,1,6,1,1
418,471,35,233,1,2,2,0
418,471,34,235,7,2,2,0
16274,1100,15,71,11,8,2,2
12497,702,11,87,1,8,1,0
17309,707,15,71,1,8,1,0
17309,707,11,349,3,8,1,0
17309,707,26,193,1,8,1,0
3891,653,15,80,6,8,2,0
8437,244,34,312,23,2,2,0
9950,583,20,134,1,2,1,0
12979,242,34,232,2,2,2,0
14648,644,42,376,1,2,4,0
10386,1052,15,82,8,8,2,2
12749,653,15,203,5,8,2,1
16508,124,34,313,1,2,2,0
16508,124,35,312,1,2,2,0
16386,380,34,312,2,2,2,0
12933,644,42,368,1,2,4,0
2830,933,20,219,1,2,1,0
11528,170,34,232,1,2,2,0
15904,378,34,312,6,2,2,0
16390,1053,15,172,1,8,2,0
14036,507,35,232,2,2,2,0
14036,507,34,313,33,2,2,0
17215,466,34,312,22,2,2,0
14404,445,34,232,4,2,2,0
12101,1086,15,82,5,8,2,2
10812,1080,11,345,1,6,1,1
10812,1080,13,273,1,6,1,1
4374,507,35,232,29,2,2,0
8520,653,15,82,2,8,2,1
15621,925,11,103,39,8,1,0
7173,962,15,82,1,8,2,1
7544,995,15,80,14,8,2,0
7253,899,43,283,1,2,1,1
7253,899,44,293,2,2,1,1
7253,899,45,375,2,2,1,1
7253,899,42,376,2,2,1,1
17278,79,20,219,1,2,1,1
16327,432,35,131,1,2,4,0
15845,126,34,232,7,2,1,0
15845,126,35,312,3,2,1,0
15845,126,20,315,7,2,1,0
6750,1107,11,71,7,8,1,2
6750,1107,15,193,40,8,1,2
7674,707,26,276,1,9,2,0
7674,707,15,71,1,9,2,0
17416,1025,11,74,2,8,1,1
9050,1061,15,82,1,8,1,1
9050,1061,11,201,1,8,1,1
8931,653,15,82,2,2,1,1
8931,653,54,80,2,2,1,1
13146,1107,15,80,3,8,1,2
13146,1107,11,193,10,8,1,2
11584,181,35,233,4,2,2,0
8322,501,35,312,2,2,2,0
16067,742,15,201,2,8,2,0
11438,1078,11,73,2,8,1,0
677,401,20,219,1,2,1,0
7475,251,35,94,2,2,1,0
13400,1063,11,73,6,8,1,0
10255,518,34,233,2,2,2,0
13651,976,15,203,12,8,2,2
8226,468,20,219,11,2,1,0
8226,468,34,232,1,2,1,0
8226,468,35,134,14,2,1,0
7643,829,11,68,1,8,2,0
10318,1100,11,203,77,8,1,2
12382,963,11,109,4,8,1,0
2912,704,15,82,4,8,1,2
2912,704,54,80,10,8,1,2
2912,704,11,203,1,8,1,2
2254,834,15,203,12,8,2,2
13110,707,26,349,5,8,2,0
13110,707,15,71,1,8,2,0
8355,1019,15,82,2,8,2,1
10753,89,35,312,30,2,2,0
10753,89,34,233,35,2,2,0
17974,1042,15,82,7,8,1,0
7588,878,11,195,18,8,1,0
16325,131,34,235,3,2,2,0
16325,131,35,315,2,2,2,0
12009,836,11,73,2,8,1,0
7584,643,42,283,4,2,1,1
7584,643,44,368,2,2,1,1
171,348,34,307,1,2,2,1
171,348,35,232,1,2,2,1
14412,891,11,195,3,8,1,0
16111,447,34,227,1,2,2,0
16111,447,35,232,1,2,2,0
17959,363,35,312,1,2,4,0
401,7,11,70,3,8,1,0
16571,990,11,54,3,8,1,1
3294,983,11,201,1,8,1,1
16220,684,11,71,6,8,1,2
16220,684,15,203,1,8,1,2
2404,380,34,232,9,2,2,0
11002,228,34,228,2,2,2,0
11002,228,35,309,2,2,2,0
372,1008,11,201,2,8,1,0
372,1008,15,82,2,8,1,0
41,292,34,312,1,2,2,0
41,292,35,232,1,2,2,0
8671,522,34,232,6,2,2,0
8129,894,43,290,5,2,1,2
8129,894,42,376,4,2,1,2
8129,894,44,375,10,2,1,2
14683,467,20,134,1,2,1,0
14683,467,34,232,1,2,1,0
14683,467,35,219,1,2,1,0
9873,490,35,234,5,2,2,0
9873,490,34,314,5,2,2,0
13577,500,35,232,1,2,2,0
13577,500,34,233,2,2,2,0
16132,521,35,232,9,2,2,0
10100,878,11,73,1,8,2,0
16618,1095,13,273,2,6,1,1
16876,1052,15,201,1,8,2,1
16036,499,35,232,44,2,2,0
16036,499,34,312,81,2,2,0
9322,775,15,82,11,8,2,0
8549,244,34,232,34,2,2,0
18132,124,34,233,3,2,2,0
18132,124,35,313,3,2,2,0
6904,1008,15,82,1,8,2,0
2799,883,11,170,2,8,1,1
9694,995,11,71,4,8,1,1
9694,995,15,76,10,8,1,1
4417,943,11,170,1,8,4,1
13929,909,13,68,2,8,1,1
13929,909,11,273,4,8,1,1
13929,909,23,54,2,8,1,1
6530,691,11,306,2,8,2,0
6530,691,23,75,2,8,2,0
3301,270,34,308,1,2,2,0
1237,885,11,81,2,8,1,0
1747,1007,15,201,2,8,1,0
16310,696,11,170,6,8,1,1
4173,365,35,312,18,2,2,0
4173,365,34,232,2,2,2,0
17613,317,35,232,1,8,2,1
17613,317,11,307,1,8,2,1
17613,317,34,181,1,8,2,1
18062,488,34,232,27,2,2,0
4109,398,34,312,1,2,2,0
15881,468,35,232,19,2,2,0
17020,159,35,312,15,2,2,0
7642,885,11,191,5,8,2,1
9464,584,11,195,1,8,1,0
22,122,34,315,1,2,2,0
22,122,35,232,1,2,2,0
16394,363,20,219,1,2,1,0
12854,932,11,25,6,8,1,0
12854,932,15,111,11,8,1,0
5073,719,11,55,1,8,1,0
2069,805,11,191,6,8,1,0
8545,155,35,227,2,2,2,0
8545,155,34,307,10,2,2,0
10775,1095,18,54,1,6,1,0
10775,1095,11,273,1,6,1,0
10775,1095,13,267,1,6,1,0
9744,95,34,308,1,2,2,0
9744,95,35,313,1,2,2,0
17138,9,15,193,299,8,1,0
17138,9,11,201,253,8,1,0
16619,491,35,234,3,2,2,0
16619,491,34,314,1,2,2,0
4347,532,10,39,1,3,4,1
17587,721,54,360,4,2,4,0
3019,819,11,4,3,8,1,0
3019,819,3,155,1,8,1,0
18552,468,34,232,25,2,2,0
13223,689,21,135,1,2,1,0
7856,123,34,232,1,2,2,0
7856,123,35,235,1,2,2,0
9830,245,35,232,1,2,2,0
10965,324,35,232,1,2,2,0
10965,324,34,312,1,2,2,0
4677,1100,7,71,1,8,1,2
4677,1100,15,80,10,8,1,2
4677,1100,11,203,27,8,1,2
12176,995,11,82,1,8,1,2
12176,995,15,56,2,8,1,2
15210,816,14,54,2,8,2,0
3764,208,34,232,4,2,2,0
3764,208,35,312,5,2,2,0
16846,758,11,209,1,8,1,1
771,68,11,140,8,8,1,2
771,68,3,171,1,8,1,2
13019,976,15,68,1,8,1,2
13019,976,11,201,17,8,1,2
11064,278,34,233,1,2,2,1
11064,278,35,312,1,2,2,1
18221,1054,11,73,1,8,2,0
14392,95,35,309,1,2,2,0
14392,95,34,307,1,2,2,0
9541,821,15,82,4,2,1,0
9541,821,54,71,4,2,1,0
3206,616,11,70,1,8,1,0
1994,894,44,368,37,2,1,0
1994,894,43,283,36,2,1,0
1994,894,42,291,50,2,1,0
17294,1079,14,68,1,4,2,1
344,495,34,309,14,2,2,0
344,495,35,234,4,2,2,0
15404,122,34,315,2,2,2,0
15404,122,35,312,7,2,2,0
521,95,34,308,2,2,2,0
521,95,35,230,1,2,2,0
876,465,34,312,24,2,2,0
7671,365,34,227,1,2,2,1
3351,465,35,312,6,2,2,0
11771,91,34,315,1,2,2,0
11771,91,35,233,1,2,2,0
1511,638,44,368,23,2,1,2
1511,638,42,376,7,2,1,2
9265,268,35,307,1,2,1,0
9265,268,11,301,1,2,1,0
9265,268,20,219,1,2,1,0
9265,268,34,312,1,2,1,0
7982,283,35,312,1,2,4,0
14175,484,11,160,1,8,1,0
14175,484,34,277,2,8,1,0
14175,484,35,94,2,8,1,0
14091,676,11,205,1,8,1,0
10022,814,11,70,1,8,1,0
7125,157,35,219,4,2,1,0
7125,157,20,301,4,2,1,0
13985,251,35,232,2,2,2,1
16442,408,35,313,1,2,2,0
16442,408,34,235,1,2,2,0
8894,313,34,233,1,2,2,0
8894,313,35,235,1,2,2,0
5222,414,34,312,3,2,2,1
5222,414,35,227,3,2,2,1
5035,798,15,82,2,8,2,1
11720,477,35,307,1,2,2,0
11720,477,34,234,1,2,2,0
2902,682,11,55,8,8,1,0
16663,709,11,73,5,8,1,0
5322,1022,11,66,5,8,1,0
18013,821,15,82,2,8,1,1
18013,821,11,71,4,8,1,1
7204,518,34,315,2,2,2,0
7204,518,35,235,1,2,2,0
5241,775,15,82,12,8,1,0
10289,1,11,80,1,8,1,0
2841,1010,11,195,11,8,1,0
799,145,35,232,3,2,2,0
799,145,34,312,2,2,2,0
1913,821,11,82,3,8,1,1
1913,821,54,108,3,8,1,1
1913,821,15,203,27,8,1,1
451,837,18,68,2,6,1,1
451,837,11,273,1,6,1,1
451,837,13,321,1,6,1,1
10840,680,11,55,8,8,1,1
15308,648,14,273,1,4,1,1
15308,648,13,54,1,4,1,1
15308,648,11,14,1,4,1,1
10669,895,50,283,21,2,1,2
10669,895,44,291,1,2,1,2
10669,895,42,374,25,2,1,2
10669,895,43,375,2,2,1,2
9628,135,35,315,1,2,2,0
9628,135,34,233,4,2,2,0
1010,853,24,318,1,2,1,0
11501,1107,15,82,8,8,1,0
11501,1107,11,71,1,8,1,0
12727,161,34,301,1,2,2,0
13407,242,35,229,32,2,2,0
13407,242,34,312,26,2,2,0
7183,704,11,80,6,8,1,2
7183,704,15,203,8,8,1,2
1066,527,34,315,1,2,2,0
1066,527,35,312,1,2,2,0
4010,480,34,308,11,2,2,0
4010,480,35,228,12,2,2,0
13848,485,34,232,9,2,2,0
3313,1046,13,273,2,8,1,1
11433,292,34,312,5,2,2,0
11433,292,35,313,4,2,2,0
9442,1112,11,206,1,8,2,0
15,159,35,312,4,2,2,0
10817,126,34,235,7,2,2,0
10817,126,35,315,4,2,2,0
330,257,34,232,1,2,2,1
330,257,35,313,1,2,2,1
17999,126,34,312,5,2,2,0
17999,126,35,233,6,2,2,0
6883,1007,15,201,3,2,1,0
7946,627,23,75,1,8,2,1
7946,627,11,224,5,8,2,1
7946,627,22,306,1,8,2,1
2122,340,35,232,4,2,2,0
889,495,35,234,21,2,2,0
889,495,34,314,1,2,2,0
3521,592,20,219,2,2,1,0
18229,810,11,198,5,8,1,0
18229,810,15,71,7,8,1,0
11922,442,35,313,1,2,4,0
2870,489,35,235,2,2,2,0
2870,489,34,312,2,2,2,0
4093,638,42,368,12,2,1,1
4093,638,44,376,1,2,1,1
283,819,3,155,5,8,1,0
283,819,11,40,1,8,1,0
10344,442,34,160,1,8,1,0
10344,442,11,307,1,8,1,0
10344,442,35,211,1,8,1,0
531,478,34,228,38,2,2,0
531,478,35,229,69,2,2,0
2710,348,35,232,1,2,2,0
8826,902,11,54,1,7,1,0
8826,902,13,345,2,7,1,0
8826,902,23,306,4,7,1,0
10484,118,35,312,10,2,2,0
12881,1100,11,203,175,8,1,2
5013,2,13,68,1,6,1,1
5013,2,11,345,1,6,1,1
1189,1051,11,54,1,8,2,0
7899,240,35,313,2,2,2,0
7899,240,34,232,1,2,2,0
12413,891,11,73,3,8,1,0
11046,885,11,81,4,8,1,1
5834,1008,15,80,1,8,1,0
9994,609,22,197,1,8,2,0
9994,609,11,75,2,8,2,0
147,763,15,82,8,8,2,0
2152,481,35,308,33,2,2,0
2152,481,34,310,29,2,2,0
3478,638,44,368,2,2,1,2
3478,638,45,283,16,2,1,2
3478,638,42,376,2,2,1,2
8873,613,15,71,1,8,1,0
5577,845,15,203,6,8,2,2
12729,704,11,201,4,8,1,0
11488,114,35,301,1,2,1,1
11488,114,20,134,2,2,1,1
17901,120,11,227,2,8,2,1
17901,120,34,232,1,8,2,1
3127,136,35,235,13,2,2,0
3127,136,34,232,1,2,2,0
3761,999,11,87,1,8,1,1
16587,995,15,82,23,8,2,2
11773,745,11,170,5,6,1,1
11773,745,13,273,10,6,1,1
11000,177,34,219,1,2,1,0
11000,177,20,221,1,2,1,0
11000,177,35,134,1,2,1,0
2280,1033,11,54,28,8,1,2
13306,979,11,73,2,8,1,0
14185,126,35,233,2,2,2,0
14185,126,34,312,2,2,2,0
2544,149,35,315,1,2,4,0
6979,72,20,134,1,2,1,0
50,609,11,199,2,4,1,1
50,609,23,78,2,4,1,1
50,609,20,222,1,4,1,1
50,609,14,219,2,4,1,1
50,609,22,75,3,4,1,1
11525,840,11,204,1,8,1,1
13479,931,15,80,2,8,1,0
13479,931,11,201,21,8,1,0
2129,430,35,232,1,2,2,1
13332,814,20,134,1,2,1,0
13332,814,11,219,2,2,1,0
7082,124,35,232,6,2,2,0
7082,124,34,313,2,2,2,0
18223,1050,11,306,1,8,2,0
6631,882,11,171,5,8,1,0
14666,126,35,307,1,2,2,0
14666,126,34,315,3,2,2,0
4432,891,11,73,6,8,1,0
6566,805,11,70,1,8,1,0
11828,1008,15,82,5,8,1,1
3485,36,11,55,4,8,2,0
17499,490,35,316,1,2,2,0
17499,490,34,229,2,2,2,0
5855,13,11,170,8,8,1,1
15165,496,35,315,9,2,2,0
15165,496,34,309,1,2,2,0
4574,1,11,82,5,8,1,0
9316,83,11,171,4,8,1,1
12002,1116,11,202,1,8,1,0
17674,1049,11,73,1,8,2,0
232,445,34,312,6,2,2,0
5584,234,35,312,1,2,2,1
5584,234,34,227,1,2,2,1
18310,451,34,227,1,2,2,0
5677,1100,11,201,34,8,1,2
5677,1100,15,82,35,8,1,2
18145,242,34,314,84,2,2,0
18145,242,35,229,85,2,2,0
3086,206,35,307,2,2,2,0
3086,206,34,312,2,2,2,0
15184,892,50,377,11,2,1,0
15184,892,52,290,1,2,1,0
