id,loc,event,feature,vol,rsc,sev,tar
12297,1055,11,193,167,8,1,0
553,798,11,82,15,8,1,0
10390,1052,15,82,1,8,1,1
10390,1052,54,203,1,8,1,1
5056,122,34,313,2,2,2,0
5056,122,35,312,4,2,2,0
10503,157,35,232,3,2,2,0
1835,802,18,68,2,8,1,1
1835,802,13,338,2,8,1,1
1835,802,11,261,3,8,1,1
10085,242,34,314,70,2,2,0
10085,242,35,309,58,2,2,0
13807,893,43,376,32,2,1,0
13807,893,42,368,17,2,1,0
13807,893,44,291,7,2,1,0
11318,457,35,233,3,2,2,0
11318,457,34,312,5,2,2,0
10538,839,11,54,1,8,1,1
16900,793,11,195,11,8,1,0
11700,648,11,54,1,4,1,0
11700,648,13,345,3,4,1,0
5381,600,15,203,14,8,2,2
13638,665,11,55,16,8,1,0
13686,1107,15,193,8,8,2,0
6240,1052,15,203,1,2,1,2
6240,1052,20,219,4,2,1,2
8546,1107,11,71,7,8,1,0
8546,1107,15,193,148,8,1,0
4578,948,11,170,1,8,2,0
15870,646,11,203,10,8,1,0
6588,124,35,315,3,2,2,0
6588,124,34,233,2,2,2,0
3975,476,35,312,6,2,2,0
3975,476,34,229,40,2,2,0
4720,152,35,312,2,2,2,0
15209,734,15,193,2,8,1,0
15209,734,11,82,5,8,1,0
6092,1076,15,56,1,8,2,1
9426,798,11,203,17,8,1,0
2307,520,34,312,11,2,2,0
13291,1046,11,345,2,8,1,0
13291,1046,13,68,1,8,1,0
17245,803,11,68,1,8,2,1
11726,963,11,195,118,8,1,0
15486,821,15,193,4,8,1,0
15486,821,11,172,2,8,1,0
9033,1061,11,80,6,8,1,2
9959,714,11,68,1,8,1,0
9959,714,13,345,3,8,1,0
3798,242,35,314,33,2,2,0
3798,242,34,232,27,2,2,0
15624,613,11,193,6,8,1,1
15624,613,54,82,6,8,1,1
15624,613,15,203,6,8,1,1
5995,91,35,314,1,2,2,0
5995,91,34,312,1,2,2,0
9644,1007,11,201,3,8,1,0
10779,300,34,312,2,2,2,0
10779,300,35,227,8,2,2,0
9734,272,34,312,1,2,2,1
9734,272,35,313,1,2,2,1
14954,1106,11,54,18,8,1,1
15493,611,20,134,2,2,1,0
6222,724,11,68,2,8,1,1
17390,173,34,233,1,2,2,1
6826,943,11,68,2,8,1,1
8611,821,11,82,1,8,1,2
8611,821,15,193,2,8,1,2
9087,795,15,51,6,8,2,0
17472,733,11,206,1,8,1,1
12760,249,34,232,4,2,2,0
4963,704,15,203,17,8,2,2
6225,821,11,74,1,8,1,1
6225,821,54,196,5,8,1,1
6225,821,15,193,2,8,1,1
1773,957,54,202,1,2,1,1
1773,957,11,55,1,2,1,1
6136,408,34,315,1,2,2,1
6136,408,35,232,1,2,2,1
5965,723,11,209,2,8,1,1
5390,255,35,312,3,2,2,0
13663,655,11,158,133,8,1,2
13663,655,15,68,3,8,1,2
13663,655,5,139,3,8,1,2
13663,655,3,5,126,8,1,2
4501,888,20,134,1,2,1,0
13442,704,15,82,4,8,2,1
16339,1015,11,54,4,8,1,0
9372,1019,15,196,2,8,1,0
9372,1019,11,203,2,8,1,0
5576,692,11,170,1,8,1,1
663,653,54,82,1,2,1,0
663,653,15,201,7,2,1,0
1473,945,11,202,2,8,1,1
949,651,11,83,1,8,1,0
14289,763,11,196,2,8,1,1
9812,830,11,54,89,8,1,0
4916,704,15,82,4,8,2,2
17515,1024,11,42,7,8,1,2
17388,497,35,232,4,2,2,0
16258,849,11,109,5,8,2,0
10528,208,20,219,1,2,1,0
10528,208,35,301,1,2,1,0
4003,255,34,312,1,2,2,1
4003,255,35,313,2,2,2,1
3954,139,20,313,1,2,1,1
3954,139,35,134,1,2,1,1
13945,914,23,306,1,4,1,1
13945,914,20,219,1,4,1,1
15607,326,21,135,2,2,1,0
11897,937,11,204,1,8,1,0
10122,506,35,313,6,2,2,0
10122,506,34,233,29,2,2,0
7886,149,35,307,1,2,4,0
15863,925,11,170,8,8,1,2
17690,798,15,203,6,8,2,1
8606,243,34,234,39,2,2,0
8606,243,35,229,36,2,2,0
11362,193,35,314,1,2,2,0
5480,471,34,233,4,2,2,0
5480,471,35,232,8,2,2,0
12277,1107,11,82,4,8,1,2
12277,1107,15,172,17,8,1,2
1400,375,34,313,5,2,2,0
6687,91,35,235,275,2,2,0
8313,798,15,82,27,8,2,2
5787,490,35,312,1,2,2,0
741,1051,11,207,2,8,1,0
4036,896,42,375,2,2,1,0
4036,896,44,290,10,2,1,0
4036,896,43,368,11,2,1,0
5029,1011,20,134,1,2,1,0
18158,834,15,203,4,8,2,1
18441,118,35,312,14,2,2,0
4268,97,35,312,2,2,4,0
4092,1019,15,82,7,8,1,0
4092,1019,11,203,2,8,1,0
16819,226,35,312,1,2,4,0
7774,962,15,203,10,8,2,2
5824,885,11,70,1,8,2,0
7295,821,11,193,6,8,1,1
7295,821,15,82,6,8,1,1
18146,812,11,18,233,8,1,0
17409,816,13,170,128,8,1,2
17409,816,22,54,9,8,1,2
17409,816,14,274,4,8,1,2
17409,816,11,345,5,8,1,2
6095,638,42,376,4,2,4,0
6095,638,45,368,1,2,4,0
9032,945,11,191,5,8,1,0
5210,468,34,312,5,2,2,0
11177,380,35,312,4,2,2,0
12324,1109,11,273,2,8,1,1
7824,376,34,221,1,2,1,0
7824,376,20,219,1,2,1,0
7824,376,35,301,1,2,1,0
2588,1,15,82,5,8,1,0
2588,1,11,201,15,8,1,0
13082,126,34,227,8,2,2,0
13082,126,35,233,68,2,2,0
8150,520,35,232,10,2,2,0
6234,734,11,71,23,8,1,0
6234,734,15,82,12,8,1,0
10350,507,35,312,2,2,2,0
10350,507,34,307,2,2,2,0
13538,709,11,73,2,8,1,0
2338,466,35,234,1,2,2,0
17947,466,35,228,5,2,2,0
17947,466,34,312,1,2,2,0
9786,12,15,178,1,8,2,0
15482,727,11,209,1,8,1,0
12517,76,11,171,1,8,1,1
411,734,11,80,2,8,1,1
411,734,15,201,1,8,1,1
10237,830,11,170,1,8,1,0
12734,798,11,203,18,8,1,0
10863,309,34,232,4,2,2,0
5260,1111,11,207,2,8,1,0
8244,314,34,313,2,2,2,1
4161,1023,29,217,1,9,1,1
15236,477,35,234,20,2,2,0
15236,477,34,309,48,2,2,0
14877,990,11,170,4,8,1,0
4810,445,35,312,7,2,2,0
4737,488,34,234,19,2,2,0
4737,488,35,312,2,2,2,0
5377,643,42,368,1,2,1,1
5377,643,44,376,1,2,1,1
14696,834,15,82,18,8,2,0
2880,607,40,68,4,4,1,1
2880,607,14,162,3,4,1,1
2880,607,11,10,3,4,1,1
17021,141,35,307,1,2,4,0
11043,497,35,313,54,2,2,0
11043,497,34,232,29,2,2,0
6,332,34,227,1,2,2,1
2380,821,54,82,5,8,1,1
2380,821,15,80,3,8,1,1
6563,794,14,306,2,7,1,0
6563,794,11,163,1,7,1,0
6563,794,20,134,2,7,1,0
2273,814,11,70,13,8,1,0
1743,794,23,223,1,4,1,1
1743,794,11,47,2,4,1,1
12919,921,15,82,4,8,2,2
7922,742,54,201,1,2,1,0
13659,466,35,307,3,2,2,0
13659,466,34,227,2,2,2,0
2861,1107,11,193,6,8,1,0
2861,1107,15,71,28,8,1,0
17883,744,13,54,11,8,1,2
17883,744,14,68,13,8,1,2
17883,744,11,170,1,8,1,2
17057,122,34,232,2,2,2,0
17057,122,35,315,3,2,2,0
12316,240,35,227,2,2,2,0
12316,240,34,307,1,2,2,0
12541,691,23,134,4,8,1,0
12541,691,11,75,4,8,1,0
363,809,11,71,5,8,1,0
4166,549,39,171,1,8,1,1
4166,549,11,41,2,8,1,1
8354,810,15,193,6,8,2,0
9160,1089,11,170,1,8,1,1
8193,1010,11,195,4,8,1,1
12708,1094,11,74,1,8,1,1
13410,345,11,44,1,2,2,0
13410,345,35,160,2,2,2,0
13410,345,34,312,2,2,2,0
12066,501,35,315,2,2,2,0
12066,501,34,233,3,2,2,0
8570,939,11,193,1,8,1,0
4204,957,11,55,2,8,1,0
18290,373,34,232,67,2,2,0
11441,684,15,203,10,8,2,2
11262,821,15,82,5,8,2,0
3768,823,11,71,2,8,1,0
11418,244,35,232,51,2,2,0
13813,857,11,204,2,8,1,1
1665,846,15,82,3,8,2,1
681,1099,11,70,6,8,1,0
319,1099,11,202,3,8,1,0
17956,300,34,313,9,2,2,0
17956,300,35,233,5,2,2,0
429,793,11,195,69,8,1,0
6663,906,11,202,2,8,1,1
10586,404,35,219,1,2,1,1
10586,404,20,134,1,2,1,1
8583,1117,11,55,1,8,1,0
8030,461,35,312,3,2,2,0
5099,95,35,230,6,2,2,0
5099,95,34,310,7,2,2,0
446,1056,11,170,1,6,1,1
446,1056,13,273,1,6,1,1
5725,995,15,203,3,8,2,1
15436,893,42,368,10,2,1,0
15436,893,43,376,4,2,1,0
15436,893,44,283,4,2,1,0
6758,500,35,315,4,2,2,0
6758,500,34,313,4,2,2,0
6449,122,35,313,4,2,2,0
6449,122,34,235,3,2,2,0
4552,613,54,203,1,8,1,1
4552,613,15,71,14,8,1,1
17865,846,15,203,22,8,2,0
1645,653,15,203,13,8,2,1
1308,100,34,230,1,2,2,0
1308,100,35,228,1,2,2,0
8781,311,34,312,5,2,2,1
831,126,34,313,1,2,2,0
831,126,35,235,1,2,2,0
15145,1107,15,71,26,8,2,0
17654,477,34,211,4,8,1,0
17654,477,35,232,9,8,1,0
17654,477,11,312,1,8,1,0
603,507,35,229,11,2,2,0
603,507,34,314,2,2,2,0
5962,390,35,315,1,2,2,0
5962,390,34,232,1,2,2,0
10341,90,34,232,4,2,2,0
5070,684,15,203,26,8,1,0
1197,479,34,314,5,2,2,0
6187,734,11,74,1,8,1,1
6187,734,15,80,1,8,1,1
733,1106,11,54,23,8,1,0
2242,124,34,307,5,2,2,0
2242,124,35,233,5,2,2,0
479,1025,11,188,1,8,1,0
12362,473,35,315,2,2,2,0
12362,473,34,313,2,2,2,0
14596,314,35,313,1,2,2,0
14596,314,34,312,1,2,2,0
6801,1107,11,203,8,8,1,1
6801,1107,15,82,3,8,1,1
4896,249,11,160,1,8,1,1
4896,249,34,232,4,8,1,1
4896,249,35,44,1,8,1,1
4896,249,21,220,3,8,1,1
3287,613,11,203,2,8,1,1
3287,613,54,193,2,8,1,1
3287,613,15,71,8,8,1,1
8377,161,34,312,2,2,2,1
8377,161,35,232,2,2,2,1
14233,1029,11,171,5,8,1,0
5065,711,11,172,1,8,1,0
6233,375,35,313,49,2,2,0
4160,97,20,219,1,2,1,0
16840,244,34,232,25,2,2,0
18192,1054,11,73,2,8,1,0
7711,974,11,209,2,8,2,0
7254,810,15,193,2,8,1,1
7254,810,54,203,10,8,1,1
3214,734,15,82,2,8,1,0
14597,1115,11,73,2,8,1,1
15086,867,11,204,1,8,1,2
8686,326,21,308,1,2,1,0
8686,326,34,220,1,2,1,0
8686,326,35,230,1,2,1,0
16989,931,20,203,2,1,1,2
16989,931,15,8,7,1,1,2
16989,931,11,80,5,1,1,2
16989,931,5,68,1,1,1,2
420,686,22,305,1,8,1,0
420,686,11,306,1,8,1,0
420,686,23,54,2,8,1,0
16891,242,35,314,54,2,2,0
16891,242,34,229,62,2,2,0
8046,899,44,378,1,2,1,1
8046,899,42,283,1,2,1,1
8046,899,50,368,1,2,1,1
8046,899,43,375,1,2,1,1
8046,899,45,376,1,2,1,1
7484,202,35,134,1,2,1,0
7484,202,20,221,1,2,1,0
16049,894,43,290,5,2,1,0
16049,894,44,283,3,2,1,0
16049,894,42,375,6,2,1,0
227,771,15,71,56,8,2,0
1387,95,35,227,1,2,2,0
1387,95,34,312,1,2,2,0
12011,485,35,232,10,2,2,0
8935,919,11,202,4,8,1,0
2865,1009,11,73,2,8,1,0
5237,973,20,219,1,2,1,0
3185,120,35,312,1,2,2,1
3185,120,34,234,1,2,2,1
4691,504,11,229,2,2,1,0
4691,504,35,232,4,2,1,0
4691,504,34,94,37,2,1,0
8423,500,35,312,2,2,2,0
14642,497,34,312,91,2,2,0
14642,497,35,232,1,2,2,0
5292,471,34,233,5,2,2,0
5292,471,35,313,12,2,2,0
3670,1084,11,170,2,8,1,1
2105,234,35,307,1,2,2,0
2105,234,11,312,1,2,2,0
7699,875,11,202,2,8,2,0
15680,821,15,71,8,8,1,1
15680,821,11,82,2,8,1,1
16960,490,34,235,2,2,2,0
16960,490,35,234,8,2,2,0
2476,107,35,313,6,2,2,0
2476,107,34,312,1,2,2,0
4646,126,34,313,4,2,2,0
4646,126,35,315,8,2,2,0
4826,122,34,313,3,2,2,0
4826,122,35,312,2,2,2,0
14595,1,15,201,4,8,2,1
12970,618,14,54,2,4,2,1
12970,618,11,170,1,4,2,1
9353,95,34,309,1,2,2,0
9353,95,35,308,1,2,2,0
17222,491,35,235,2,2,2,0
17222,491,34,232,3,2,2,0
10057,500,34,235,4,2,2,0
10057,500,35,232,1,2,2,0
12864,921,11,203,2,8,1,2
12864,921,15,201,10,8,1,2
2692,444,34,313,2,2,2,0
14976,963,11,195,81,8,1,0
6847,240,35,232,4,2,2,1
6847,240,34,227,4,2,2,1
8439,303,21,301,1,2,1,1
8439,303,35,307,1,2,1,1
7067,684,15,82,13,8,2,0
18113,155,34,232,1,2,2,1
17415,717,20,134,1,2,1,0
12978,1010,11,73,6,8,1,0
5459,878,11,195,1,8,1,0
10742,991,11,206,1,8,1,1
497,253,34,307,2,2,2,0
497,253,35,227,3,2,2,0
12958,1042,15,203,9,8,1,0
5394,35,20,134,1,2,1,0
12610,648,23,223,1,7,1,1
12610,648,11,54,1,7,1,1
5926,465,21,220,3,2,1,0
5926,465,35,312,1,2,1,0
9713,499,34,233,48,2,2,0
9713,499,35,312,34,2,2,0
7364,597,20,219,1,2,1,0
5311,836,11,73,3,8,1,0
13337,101,35,228,1,2,2,0
13337,101,34,312,2,2,2,0
11149,476,35,232,39,2,2,0
11149,476,34,234,48,2,2,0
6938,864,24,239,3,2,1,1
16926,91,34,307,4,2,2,0
16926,91,35,232,5,2,2,0
5219,157,35,312,15,2,2,0
14939,845,15,82,2,8,2,1
6492,695,11,195,3,8,1,0
4107,707,15,349,5,8,2,0
4107,707,26,193,1,8,2,0
506,756,11,54,12,8,1,0
2435,738,11,198,1,8,1,1
12376,734,15,56,1,1,2,1
12376,734,7,76,6,1,2,1
135,878,11,195,5,8,1,0
9605,244,34,312,27,2,2,0
13872,1084,32,54,1,8,2,0
15057,1008,15,82,4,8,2,0
11020,661,11,54,1,6,1,1
11020,661,13,273,1,6,1,1
3536,1063,11,109,37,8,1,0
14249,821,11,82,7,8,1,2
14249,821,15,108,1,8,1,2
3979,95,35,228,1,2,2,0
2987,126,34,312,7,2,2,0
2987,126,35,227,8,2,2,0
2361,821,15,80,12,8,1,2
2361,821,11,203,24,8,1,2
11595,984,20,54,2,7,1,2
11595,984,13,134,1,7,1,2
11595,984,14,345,1,7,1,2
11595,984,23,164,2,7,1,2
11595,984,11,306,1,7,1,2
15473,641,42,291,49,2,1,0
15473,641,44,283,148,2,1,0
8927,468,35,312,34,2,2,0
7128,1052,15,201,6,8,1,1
7128,1052,11,203,9,8,1,1
5580,644,47,285,9,2,1,0
5580,644,46,284,1,2,1,0
2302,644,46,369,143,2,1,0
2302,644,47,285,1,2,1,0
3332,468,34,232,8,2,2,0
15011,826,11,54,1,8,1,1
3262,763,15,71,3,8,1,0
3262,763,11,203,9,8,1,0
8459,1107,11,82,4,8,1,0
8459,1107,15,193,28,8,1,0
3303,794,14,306,1,7,1,0
3303,794,11,163,1,7,1,0
7207,124,34,313,3,2,2,0
7207,124,35,315,2,2,2,0
2560,478,35,229,24,2,2,0
2560,478,34,309,38,2,2,0
5935,504,35,232,10,2,2,0
17817,116,20,232,1,2,1,0
17817,116,35,312,1,2,1,0
17817,116,34,219,1,2,1,0
6081,704,11,196,1,8,1,0
1244,276,35,307,1,2,2,1
1244,276,34,232,1,2,2,1
784,445,35,312,12,2,2,0
5703,846,11,203,12,8,1,2
4848,1,11,56,16,8,1,0
4848,1,15,80,2,8,1,0
5634,1075,15,82,1,8,2,1
16696,793,11,109,21,8,1,0
15671,252,35,232,1,2,2,1
12676,519,34,232,1,2,2,0
12676,519,35,315,1,2,2,0
11855,972,11,87,2,7,2,1
11855,972,32,306,1,7,2,1
11855,972,23,58,1,7,2,1
1456,1048,11,54,104,8,1,0
17460,1100,15,201,97,8,1,1
17460,1100,11,82,1,8,1,1
12099,957,54,55,1,8,1,0
274,244,34,312,43,2,2,0
105,376,34,232,1,2,2,1
105,376,35,312,2,2,2,1
13301,1046,18,244,2,8,1,0
13301,1046,11,68,1,8,1,0
8928,324,34,227,1,2,2,0
8928,324,35,229,1,2,2,0
11604,847,20,134,1,2,1,0
16694,810,11,203,2,8,1,1
646,484,35,310,2,2,2,0
646,484,34,230,19,2,2,0
11171,894,42,375,3,2,1,0
11171,894,43,290,2,2,1,0
11171,894,44,291,8,2,1,0
18228,684,15,71,23,8,1,2
18228,684,11,203,33,8,1,2
1104,760,2,26,1,8,1,1
1104,760,54,1,1,8,1,1
1104,760,11,136,16,8,1,1
16966,230,34,211,1,8,2,0
16966,230,35,277,1,8,2,0
16966,230,11,44,1,8,2,0
16874,1099,11,81,13,8,1,0
18127,943,11,170,1,8,1,1
1205,242,34,314,33,2,2,0
1205,242,35,232,38,2,2,0
3172,122,35,235,8,2,2,0
3172,122,34,312,2,2,2,0
18535,133,34,315,1,2,2,0
18535,133,35,313,2,2,2,0
8729,734,15,203,34,8,1,1
8729,734,11,82,1,8,1,1
3384,9,11,108,180,8,1,0
3384,9,15,71,53,8,1,0
7007,1049,11,73,1,8,1,0
11469,229,34,301,2,2,1,0
11469,229,20,314,3,2,1,0
11469,229,35,312,2,2,1,0
19,644,42,368,2,2,1,1
19,644,44,376,1,2,1,1
14290,249,35,134,1,2,1,0
14290,249,20,219,1,2,1,0
14290,249,34,301,1,2,1,0
6761,321,35,301,1,2,1,0
15850,100,34,232,3,2,2,0
15850,100,35,227,2,2,2,0
16249,126,34,233,5,2,2,0
16249,126,35,312,5,2,2,0
9380,618,11,170,1,8,1,1
1790,148,34,227,1,2,2,0
14735,1075,15,203,20,8,1,2
14241,57,11,41,1,8,1,1
5689,91,35,315,72,2,2,0
14799,462,11,44,1,8,2,1
15037,790,20,134,1,2,1,0
874,1100,15,82,42,8,1,2
12109,662,11,85,1,2,1,0
2589,679,11,55,8,8,1,1
1619,533,27,154,2,9,1,0
1619,533,28,240,2,9,1,0
1619,533,11,127,1,9,1,0
9224,658,11,55,1,8,1,0
6197,1117,11,68,1,8,2,0
6643,51,11,205,1,8,1,1
6643,51,54,84,1,8,1,1
14544,1125,20,219,1,2,1,1
14337,1109,20,134,1,2,1,0
16159,135,34,233,24,2,2,0
16159,135,35,312,21,2,2,0
11193,897,44,283,1,2,1,1
11193,897,50,291,2,2,1,1
11193,897,43,375,1,2,1,1
11193,897,42,368,1,2,1,1
10700,498,34,232,1,2,2,0
1264,808,15,52,1,2,1,0
1264,808,20,168,1,2,1,0
1264,808,11,134,1,2,1,0
18386,526,35,313,3,2,2,0
18386,526,34,235,4,2,2,0
5364,504,34,312,2,2,2,0
5364,504,35,236,4,2,2,0
16123,603,11,54,1,8,1,0
6111,599,15,203,29,8,2,1
7607,810,15,71,2,8,1,2
7607,810,11,193,41,8,1,2
7607,810,54,82,11,8,1,2
14830,619,11,170,2,8,1,1
12961,1061,15,80,6,8,1,2
12961,1061,11,201,10,8,1,2
15369,1052,15,201,12,8,2,0
4558,122,34,232,21,2,2,0
4558,122,35,235,21,2,2,0
12259,707,15,193,1,8,2,0
12259,707,26,349,2,8,2,0
6004,124,35,307,5,2,2,0
6004,124,34,315,4,2,2,0
12646,380,34,312,2,2,2,0
8685,159,35,312,5,2,2,0
11183,477,11,160,1,8,1,0
8953,108,35,232,1,2,2,1
17491,691,23,75,2,7,2,0
13130,496,35,227,38,2,2,0
13130,496,34,313,97,2,2,0
532,1090,11,195,1,8,1,0
13907,765,11,195,1,8,2,1
18363,609,14,144,14,8,1,1
18363,609,11,170,10,8,1,1
6041,600,15,203,62,8,2,0
8590,897,44,290,1,2,1,2
8590,897,45,283,3,2,1,2
8590,897,47,374,1,2,1,2
8590,897,50,134,2,2,1,2
8590,897,43,370,14,2,1,2
8590,897,49,289,9,2,1,2
8590,897,20,376,1,2,1,2
8590,897,42,291,9,2,1,2
8590,897,53,368,6,2,1,2
17319,455,35,312,15,2,2,0
14844,790,24,239,1,8,1,1
14844,790,11,53,1,8,1,1
6719,845,15,82,4,8,2,2
417,856,11,306,1,8,2,1
417,856,22,75,1,8,2,1
16552,1093,11,170,1,8,1,1
2145,466,34,314,64,2,2,0
13169,154,20,219,1,2,1,0
15657,102,34,234,1,2,2,0
15657,102,35,314,1,2,2,0
17361,507,34,232,25,2,2,0
17844,242,35,312,72,2,2,0
17844,242,34,234,49,2,2,0
16368,126,35,233,7,2,2,0
16368,126,34,315,8,2,2,0
4238,931,15,82,3,8,2,0
7490,834,11,203,20,8,1,2
7490,834,15,82,2,8,1,2
11995,896,42,368,3,2,1,0
11995,896,50,376,3,2,1,0
11995,896,43,375,1,2,1,0
11995,896,44,290,4,2,1,0
7139,493,34,312,2,2,2,0
6002,477,35,234,38,2,2,0
6002,477,34,314,16,2,2,0
14409,793,11,195,67,8,1,0
1098,891,11,195,4,8,1,0
12774,278,11,312,1,2,2,1
12774,278,34,307,1,2,2,1
12774,278,35,181,1,2,2,1
5249,704,15,82,41,8,2,2
1382,1019,15,203,6,8,2,2
15226,130,20,219,1,2,1,1
94,1111,11,68,2,8,1,2
11886,754,11,171,1,8,1,0
810,1025,54,362,2,2,4,0
8536,161,35,227,1,2,2,1
8536,161,34,232,1,2,2,1
3169,300,34,312,1,2,2,1
3169,300,35,313,1,2,2,1
6788,926,24,182,10,2,1,2
6788,926,11,209,2,2,1,2
3111,681,11,55,8,8,1,0
4080,62,20,134,1,2,1,1
18193,442,35,307,1,2,2,1
18193,442,34,227,1,2,2,1
16218,807,11,182,28,8,1,1
4246,282,35,307,1,2,4,0
821,1008,15,80,33,8,2,1
18173,822,20,134,1,2,1,0
11276,962,15,82,6,8,2,0
10371,496,35,314,108,2,2,0
10371,496,34,312,39,2,2,0
9261,495,34,315,88,2,2,0
